STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/5/73,,,,,,,,,0.02,",,0",1.7,",,0",2,",,0",25,",,0",15,",,0",15,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/6/73,,,,,,,,,0,"T,,0",0.3,",,0",2,",,0",22,",,0",7,",,0",14,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/7/73,,,,,,,,,0,",,0",0,",,0",1,",,0",22,",,0",1,",,0",17,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/8/73,,,,,,,,,0,"T,,0",1,",,0",2,",,0",24,",,0",6,",,0",19,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/9/73,,,,,,,,,0.02,",,0",1.8,",,0",2,",,0",22,",,0",15,",,0",15,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/10/73,,,,,,,,,0,"T,,0",0,"T,,0",2,",,0",21,",,0",14,",,0",19,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/11/73,,,,,,,,,0.03,",,0",0.6,",,0",3,",,0",22,",,0",16,",,0",17,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/12/73,,,,,,,,,0,",,0",0,",,0",3,",,0",,,,,,,,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/13/73,,,,,,,,,0,",,0",0,",,0",3,",,0",32,",,0",19,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/14/73,,,,,,,,,0,"T,,0",0,"T,,0",4,",,0",35,",,0",31,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/15/73,,,,,,,,,0,"T,,0",0,"T,,0",3,",,0",34,",,0",28,",,0",32,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/16/73,,,,,,,,,0,",,0",0,",,0",2,",,0",39,",,0",31,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/17/73,,,,,,,,,0,",,0",0,",,0",0,"T,,0",48,",,0",38,",,0",47,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/18/73,,,,,,,,,0,",,0",0,",,0",0,",,0",52,",,0",36,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/19/73,,,,,,,,,0.04,",,0",0,",,0",0,",,0",57,",,0",33,",,0",34,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/20/73,,,,,,,,,0,",,0",0,",,0",0,",,0",34,",,0",25,",,0",27,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/21/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",34,",,0",20,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/22/73,,,,,,,,,0.2,",,0",0,",,0",0,",,0",44,",,0",31,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/23/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",45,",,0",33,",,0",34,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/24/73,,,,,,,,,0,"T,,0",0,"T,,0",0,"T,,0",34,",,0",26,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/25/73,,,,,,,,,0,",,0",0,",,0",0,",,0",44,",,0",30,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/26/73,,,,,,,,,0,",,0",0,",,0",0,",,0",48,",,0",31,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/27/73,,,,,,,,,0,",,0",0,",,0",0,",,0",54,",,0",32,",,0",46,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/28/73,,,,,,,,,0,",,0",0,",,0",0,",,0",48,",,0",31,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/29/73,,,,,,,,,0,",,0",0,",,0",0,",,0",32,",,0",12,",,0",27,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/30/73,,,,,,,,,0,",,0",0,",,0",0,",,0",31,",,0",21,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,1/31/73,,,,,,,,,0,",,0",0,",,0",0,",,0",35,",,0",21,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/1/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",45,",,0",33,",,0",45,",I,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/2/73,,,,,,,,,0.18,",,0",0,",,0",0,",,0",43,",I,0",31,",,0",43,",,0",,,1,",,0",,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/3/73,,,,,,,,,0,",,0",0,",,0",0,",,0",52,",,0",32,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/4/73,,,,,,,,,0,",,0",0,",,0",0,",,0",42,",,0",32,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/5/73,,,,,,,,,0,",,0",0,",,0",0,",,0",44,",,0",30,",,0",37,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/6/73,,,,,,,,,0,",,0",0,",,0",0,",,0",39,",,0",31,",,0",35,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/7/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",39,",,0",30,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/8/73,,,,,,,,,0.1,",,0",0.8,",,0",1,",,0",32,",,0",18,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/9/73,,,,,,,,,0.01,",,0",0.8,",,0",2,",,0",24,",,0",14,",,0",24,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/10/73,,,,,,,,,0,",,0",0,",,0",0,",,0",25,",,0",15,",,0",24,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/11/73,,,,,,,,,0,",,0",0,",,0",0,",,0",36,",,0",20,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/12/73,,,,,,,,,0,",,0",0,",,0",0,",,0",29,",,0",12,",,0",27,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/13/73,,,,,,,,,0,",,0",0,",,0",0,",,0",35,",,0",15,",,0",32,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/14/73,,,,,,,,,0,"T,,0",0.5,",,0",1,",,0",41,",,0",31,",,0",34,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/15/73,,,,,,,,,0.3,",,0",3.5,",,0",4,",,0",35,",,0",20,",,0",23,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/16/73,,,,,,,,,0.02,",,0",0,"T,,0",4,",,0",25,",,0",-5,",,0",6,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/17/73,,,,,,,,,0,",,0",0,",,0",4,",,0",14,",,0",-8,",,0",13,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/18/73,,,,,,,,,0,"T,,0",0,"T,,0",4,",,0",30,",,0",13,",,0",30,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/19/73,,,,,,,,,0,"T,,0",0,"T,,0",4,",,0",36,",,0",28,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/20/73,,,,,,,,,0.14,",,0",0.5,",,0",3,",,0",38,",,0",34,",,0",37,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/21/73,,,,,,,,,0.1,",,0",1.8,",,0",4,",,0",39,",,0",27,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/22/73,,,,,,,,,0.04,",,0",0.5,",,0",4,",,0",28,",,0",19,",,0",22,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/23/73,,,,,,,,,0.02,",,0",0.8,",,0",4,",,0",36,",,0",21,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/24/73,,,,,,,,,0,",,0",0,",,0",4,",,0",38,",,0",25,",,0",36,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/25/73,,,,,,,,,0,",,0",0,",,0",4,",,0",36,",,0",21,",,0",27,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/26/73,,,,,,,,,0.15,",,0",1,",,0",5,",,0",28,",,0",19,",,0",28,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/27/73,,,,,,,,,0,",,0",0,",,0",3,",,0",34,",,0",7,",,0",25,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,2/28/73,,,,,,,,,0,",,0",0,",,0",3,",,0",41,",,0",11,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/1/73,,,,,,,,,0,",,0",0,",,0",1,",,0",44,",,0",37,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/2/73,,,,,,,,,0.08,",,0",0,",,0",0,"T,,0",45,",,0",36,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/3/73,,,,,,,,,0.05,",,0",0,",,0",0,",,0",52,",,0",42,",,0",53,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/4/73,,,,,,,,,0,",,0",0,",,0",0,",,0",53,",,0",33,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/5/73,,,,,,,,,0.14,",,0",0,",,0",0,",,0",49,",,0",35,",,0",38,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/6/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",56,",,0",36,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/7/73,,,,,,,,,0.04,",,0",0,",,0",0,",,0",68,",,0",48,",,0",51,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/8/73,,,,,,,,,0,",,0",0,",,0",0,",,0",54,",,0",36,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/9/73,,,,,,,,,0,",,0",0,",,0",0,",,0",47,",,0",29,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/10/73,,,,,,,,,0,",,0",0,",,0",0,",,0",42,",,0",39,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/11/73,,,,,,,,,0.05,",,0",0,",,0",0,",,0",69,",,0",36,",,0",69,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/12/73,,,,,,,,,0.03,",,0",0,",,0",0,",,0",70,",,0",39,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/13/73,,,,,,,,,0,",,0",0,",,0",0,",,0",45,",,0",37,",,0",45,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/14/73,,,,,,,,,0.68,",,0",0,",,0",0,",,0",50,",,0",44,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/15/73,,,,,,,,,0.04,",,0",0,",,0",0,",,0",74,",,0",47,",,0",49,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/16/73,,,,,,,,,0,",,0",0,",,0",0,",,0",50,",,0",39,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/17/73,,,,,,,,,0.5,",,0",,,4,",,0",45,",,0",27,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/18/73,,,,,,,,,0,"T,,0",0,",,0",4,",,0",44,",,0",27,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/19/73,,,,,,,,,0,",,0",0,",,0",0,",,0",42,",,0",26,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/20/73,,,,,,,,,0,",,0",0,",,0",0,",,0",44,",,0",23,",,0",39,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/21/73,,,,,,,,,0,",,0",0,",,0",0,",,0",46,",,0",20,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/22/73,,,,,,,,,0,",,0",0,",,0",0,",,0",45,",,0",21,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/23/73,,,,,,,,,0,",,0",0,",,0",0,",,0",50,",,0",21,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/24/73,,,,,,,,,0,",,0",0,",,0",0,",,0",51,",,0",22,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/25/73,,,,,,,,,0,",,0",0,",,0",0,",,0",61,",,0",41,",,0",49,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/26/73,,,,,,,,,0,",,0",0,",,0",0,",,0",56,",,0",40,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/27/73,,,,,,,,,0,",,0",0,",,0",0,",,0",62,",,0",26,",,0",49,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/28/73,,,,,,,,,0,",,0",0,",,0",0,",,0",62,",,0",28,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/29/73,,,,,,,,,0.25,",,0",0,",,0",0,",,0",56,",,0",45,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/30/73,,,,,,,,,0.47,",,0",0,",,0",0,",,0",53,",,0",40,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,3/31/73,,,,,,,,,0,",,0",0,",,0",0,",,0",53,",,0",34,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/1/73,,,,,,,,,0.69,",,0",0,",,0",0,",,0",55,",,0",40,",,0",53,",,0",,,1,",,0",,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/2/73,,,,,,,,,0.01,",,0",0,",,0",0,",,0",59,",,0",42,",,0",47,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/3/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",48,",,0",36,",,0",48,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/4/73,,,,,,,,,0.03,",,0",0,",,0",0,",,0",48,",,0",37,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/5/73,,,,,,,,,0.13,",,0",0,",,0",0,",,0",44,",,0",29,",,0",43,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/6/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",52,",,0",40,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/7/73,,,,,,,,,0,",,0",0,",,0",0,",,0",55,",,0",41,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/8/73,,,,,,,,,0,",,0",0,",,0",0,",,0",56,",,0",37,",,0",47,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/9/73,,,,,,,,,0.37,",,0",1,",,0",1,",,0",58,",,0",30,",,0",31,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/10/73,,,,,,,,,0.4,",,0",4.5,",,0",6,",,0",41,",,0",27,",,0",33,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/11/73,,,,,,,,,0,"T,,0",0,",,0",2,",,0",40,",,0",17,",,0",40,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/12/73,,,,,,,,,0.03,",,0",0,"T,,0",0,"T,,0",44,",,0",30,",,0",43,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/13/73,,,,,,,,,0,",,0",0,",,0",0,",,0",46,",,0",21,",,0",41,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/14/73,,,,,,,,,0,",,0",0,",,0",0,",,0",51,",,0",22,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/15/73,,,,,,,,,0,",,0",0,",,0",0,",,0",61,",,0",41,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/16/73,,,,,,,,,0.19,",,0",0,",,0",0,",,0",70,",,0",56,",S,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/17/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",61,",,0",35,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/18/73,,,,,,,,,0,",,0",0,",,0",0,",,0",66,",,0",43,",,0",65,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/19/73,,,,,,,,,0.16,",,0",0,",,0",0,",,0",74,",,0",57,",,0",70,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/20/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",72,",,0",58,",,0",70,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/21/73,,,,,,,,,0.04,",,0",0,",,0",0,",,0",78,",,0",64,",,0",66,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/22/73,,,,,,,,,1.2,",,0",0,",,0",0,",,0",74,",,0",51,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/23/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",62,",,0",44,",,0",58,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/24/73,,,,,,,,,0,",,0",0,",,0",0,",,0",60,",,0",34,",,0",52,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/25/73,,,,,,,,,0,",,0",0,",,0",0,",,0",61,",,0",33,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/26/73,,,,,,,,,0,",,0",0,",,0",0,",,0",65,",,0",38,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/27/73,,,,,,,,,0,",,0",0,",,0",0,",,0",66,",,0",41,",,0",56,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/28/73,,,,,,,,,0,",,0",0,",,0",0,",,0",59,",,0",42,",,0",55,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/29/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",62,",,0",40,",,0",42,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,4/30/73,,,,,,,,,0.65,",,0",0,",,0",0,",,0",52,",,0",30,",,0",50,",,0",,,1,",,0",,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/1/73,,,,,,,,,1.4,",,0",0,",,0",0,",,0",62,",,0",49,",,0",60,",,0",,,1,",,0",,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/2/73,,,,,,,,,0.12,",,0",0,",,0",0,",,0",72,",,0",57,",,0",60,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/3/73,,,,,,,,,0.08,",,0",0,",,0",0,",,0",62,",,0",36,",,0",41,",,0",,,,,,,1,",,0",,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/4/73,,,,,,,,,0.06,",,0",0,"T,,0",0,",,0",45,",,0",35,",,0",43,",,0",,,,,,,1,",,0",,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/5/73,,,,,,,,,0,",,0",0,",,0",0,",,0",46,",,0",31,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/6/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",60,",,0",31,",,0",57,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/7/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",72,",,0",52,",,0",61,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/8/73,,,,,,,,,0.63,",,0",0,",,0",0,",,0",65,",,0",55,",,0",65,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/9/73,,,,,,,,,0.01,",,0",0,",,0",0,",,0",67,",,0",47,",,0",66,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/10/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",72,",,0",54,",,0",58,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/11/73,,,,,,,,,0,",,0",0,",,0",0,",,0",70,",,0",41,",,0",58,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/12/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",65,",,0",49,",,0",51,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/13/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",56,",,0",40,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/14/73,,,,,,,,,0,",,0",0,",,0",0,",,0",58,",,0",35,",,0",50,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/15/73,,,,,,,,,0,",,0",0,",,0",0,",,0",55,",,0",35,",,0",53,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/16/73,,,,,,,,,0,",,0",0,",,0",0,",,0",62,",,0",43,",,0",44,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/17/73,,,,,,,,,0,",,0",0,",,0",0,",,0",53,",,0",32,",,0",51,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/18/73,,,,,,,,,0,",,0",0,",,0",0,",,0",59,",,0",31,",,0",59,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/19/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",69,",,0",50,",,0",57,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/20/73,,,,,,,,,0,"T,,0",0,",,0",0,",,0",70,",,0",36,",,0",64,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/21/73,,,,,,,,,0,",,0",0,",,0",0,",,0",69,",,0",45,",,0",65,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/22/73,,,,,,,,,0.25,",,0",0,",,0",0,",,0",74,",,0",54,",,0",57,",,0",,,,,,,,,,,,,,
USC00203858,"HOLLAND, MI US",42.7988,-86.205,188.1,5/23/73,,,,,,,,,0.24,",,0",0,",,0",0,",,0",66,",,0",56,",,0",63,",,0",,,,,,,,,,,,,,
